review_id,rating,text,created_at
810651213,4,1. 수면모드 눈안부신거 찾고있었는데 여기꺼가 제일 눈안부시고 좋은것 같아요! 근데 전원버튼이 안꺼지나봐요. 제품을꺼도 계속 깜박거려요 ㅎ 안쓸때는아예 코드를 뽑아놔야하나봐요 ㅎ 2. 이중으로되어있는데도 생각보다는 뜨거워요! 애기들있는집은 조심해야할것같아요ㅠ. 그래도 분리되서 세척편하고 무드등 예뿌고 좋네요. ㅎ 3.소음이 조용해서좋아요.사실 작년에 샀던 가습기는 너무 시끄러웠는데ㅠ 그래서 못쓰겠어서 새로샀어요. 이번꺼는 조용하고 좋아요 !,2025-12-05T10:16:24Z
800413247,4,가열식 가습기중 가열시간이 10분이라는게 가장 맘에 들었음 다른것들은 물 끓는데30분정도 소요되고 소음도 크다는데 브리브가습기는 소음도 거의 안들릴정도로 조용함 근데 다만아쉬운건 가습분무량이 적어 자세히 들여다봐야 나오는지 확인이됨 다른가열식들도 그런건지는 모르겠으나 초음파가습기보다 분무량은 현저히 떨어짐 디자인은 넘 이뿌고 다른후기에서처럼 물멍하기 좋고 거실분위기 불끄고있어도 훈훈해서 좋음,2025-11-20T05:34:04Z
817886154,4,장점은 따뜻한 수증기가 올라오니 실내온도가 따뜻하고 우선 물멍을할슈있다 가격대비 ㄱ성능은 좋은거같다 좀더 써보면 전기세를 나오는거 보면 잘 알거같다 단점 백색소음이라고 나는 느끼지만 수면중에는 소음이라고 느낄수도 잇다 (포트기끓는소리남) 물 비울때 마다 좀 식어야 물을 비우기 덜 위험하고 침전물? 이 바닥부분에 생긴다 잘 닦이지않는다,2025-12-17T14:23:44Z
819978864,4,브리브 가습기 하나를 먼저 구매하다가 사용해보니 마음에 들어서 또 다른 하나를 구매했어요! 디자인도 화이트라 마음에 들고 은은한 조명과 함께 세련된 분위기도 낼 수 있어서 좋아요 무엇보다 가습기 트니 습도도 올라가면서 따뜻하게 방이 가열되는 거 같아 더 좋네요 감사합니다,2025-12-22T00:46:51Z
816973913,4,1.일단 이쁩니다 2.겨울철 자고 일어나면 목이 칼칼했는데 이거 사용하고 칼칼한게 없어졌습니다 3.소음이 조금 있습니다 (커피포트 소음과 비슷한듯) 온도가 적정온도까지 올라가면 끓었다 안끓었다 반복하기 때문에 수면을 방해 할수도 있음. 저는 멀리 두고 사용하니 그부분은 괜찮았음.,2025-12-16T03:42:44Z
819977294,4,"잘 쓰고 있어요 기존의 가습기 쓰다가 곰팡이 냄새도 나고 매번 세척하기도 번거러워서 고민하는 찰나에 브리브를 알게 되었고 디자인,위생,세척 등 여러 부분에서 편리하게 잘 쓰고 있어요 감사합니다 계속해서 잘 쓸게요!",2025-12-22T00:42:19Z
821184085,4,제품이 깔끔하고 마감도 좋고 스텐인 것도 마음에 드네요!! 연무랑 조절 가능하고 무드등 기능까지 좋더라구요 현재 지내는 곳이 히터로 난방을 하는데 공기가 너무 안 좋아져서 가습기 하니까 기관지랑 피부에도 좋은 것 같아요,2025-12-24T04:58:43Z
819271872,4,컬러나 기능적인 면에서 만족하면서 쓰고있어요 ㅎㅎ할인 받아서 잘 샀네요!! 고장 안 나고 오래 쓰고싶어요,2025-12-20T15:45:36Z
804388417,4,초음파식보단 가열식이 좋겠더라구요 숨 가습기는 가격이 너무쎄서 너무 싸지도.비싸지도 않는 제품보다가 디자인도 마음에들고 무드등과 세척편리성을 고려해서 고르게 되었는데 사진으로 봤던 크기보다 좀더 큰것같아 놀랬습니다ㅎㅎ 물이 끓는보니 물멍하게 되네요ㅎㅎ 아쉬운점은 뚜껑 열때 돌려야되는점이 살짝아쉬어요ㅎ,2025-11-26T09:28:42Z
816072545,4,"가장 컨선인 세척 부분에서 정말 용이하고, 가습도 잘 되서 너무 좋아요! 다만, 수면 모드로는 타이머 설정을 하지 못하는 부분이 아쉬워요ㅠ!",2025-12-14T11:17:49Z
811318614,4,"세척 편하고, 공기질은 좋은데, 30평 아파트에서 사용하기에는 가습량이 많이 부족합니다.",2025-12-06T13:09:17Z
812196048,3,가열식 가습기는 처음 써보는데 한 10분 정도는 끓이는 소리가 크게 나다가 일정 수준 온도가 오르면 그때부터 조용해짐 외부 통 온도는 막 뜨거워서 못만지는 수준은 아니고 뜨뜻한 수준임. 그리고 여기 설명서 보면 상품명이 브리브가 아니라 미라스로 나옴 똑같은 제품을 이름만 바꿔서 쓰는듯 (인터넷에 봐도 이름만 다르고 똑같은 가습기가 많음) 분무량을 M으로 해서 9시간 정도 돌렸는데 용량의 반정도만 가습됨 L로 해서 함 해봐야 될듯 초음파 가습기처럼 막 눈에 보이게 뿜어져 나오는게 아님. 설거지나 샴푸할때 거품이 나야 씻은것 같은 사람은 안맞을수도 있음 한번 사용하고 나니 스테인레스에 자국생김,2025-12-08T01:54:35Z
820455984,3,장점 디자인 예쁨 세척 간편하고 좋음 단점 소음 낮에는 못 느끼는데 밤에는 소음으로 깸. 큰 편 인 듯 그리고 전기세는 아직 확인 안되나 가열방식이라 전기세는 좀 신경쓰임 결론 소음만 저소음으로 해결 된다면 더 없이 좋은 가습임,2025-12-22T18:40:14Z
812217236,3,"장점 1. 디자인 너무너무 예쁨 2. 세척하기 편함 3. 가습용량 넉넉해서 밤에 틀고 자기 좋음 단점 1. 끓는 소리가 남(크진 않음) 2. 작동시에 뜨거움 당연한거겠지만, 진짜 뜨거움 만약 집에 애기나 아이들이 있을 경우 안전상 완전 비추",2025-12-08T02:42:34Z
809681395,3,다른건 다 좋은데 가습량이 너무 약해요 밤새 틀고 자도 습도가 40%를 못넘습니다.. 그외 세척이나 기능 이런건 다 만족스러운데.. 제일 중요한 가습효과가 약해요..,2025-12-04T00:26:58Z
803788961,1,1회 사용하고 남은 침전물인데 석회라고 하기엔 너무 많기도하고 누리끼리하네요. 다른 가열식 가습기는 이렇게 안생기는데 원래 이런건가요??,2025-11-25T10:59:40Z
814353995,1,가습기 끄고 나면 밑에 물이 흥건하게 고입니다 고장인줄 알았는데 본체 밑에 배수구가 따로 있더라고요? 이럴 줄 알고 설계했나봐요 밑에 물이 새는 제품이면 미리 고지를 하던가 물 판이라도 같이 넣어 줘야 되는 거 아닌가요? 아무것도 모르고 원룸 바닥에서 사용했는데 충전기랑 물이 닿아서 두꺼비집 내려갔습니다. 큰일 날뻔 했어요 물이 조금 생기는 것도 아니고 종이컵 반컵 부은 용량이 흥건하게 나오더라고요 정말 최악의 제품이에요 제발 사지 마세요,2025-12-11T10:58:38Z
808959488,1,1일 1세척 무조건해야하며 물이 다 증발하기전까지 계속 작동되며 바닥에 너무 많은 찌꺼기가 발생. 가습량은 눈에 잘 보이지도않음. 가습이 되는건지 마는건지도 모르겠음.. 방안에 그냥 뽀대용으로 냅두는중. 이상끝,2025-12-03T00:28:40Z
813522378,1,정수기물로 한번 사용했는데 이런 검은게 생겼어요 구연산으로도 안지워지는데 교환받고싶어요,2025-12-10T04:05:25Z
812176189,1,처음 받았을때 분무량이 다 약해서 교환했는데 결국 똑같이 약해요 귀찮아서 교환 안했어요 사지 마세요 ㅠㅠ,2025-12-08T01:09:53Z
671619418,4,"쿠팡체험단 이벤트로 상품을 무료 제공받아 작성한 리뷰입니다. 태어날때부터 기관지가 좋지 않은 5살 아이를 키우는 맘이예요. 바닷가 근처에 살고 있어서 가습기보다 제습기를 먼저 구매할 정도로 가습기의 중요성을 모르고 살았어요. 올 겨울은 건조함이 심한지 아이가 기침을 심하게 하고 병원에서 처방 받은 약도 소용이 없고 의사선생님께서 방안 습도를 조절 해주면 호흡기에 좋다고 했어요. 그래서 가습기 제품을 구매하려고 살펴보는 중 좋은 기회가 생겨 체험 후 후기를 작성해보려고 해요. 한경희 촉촉HAAN UV 안심 가습기 모던하고 심플 세련된 디자인 초음파식 가열식 풍부한 분무량 사계절용 복합식 가습기 ㅡ초음파식의 풍부한 분무량과 가열식의 효과가 만나 안심하고 사용할 수 있도록 설계됨. 믿고 안심할 수 있는 스테인레스 진동자 가열판 ㅡ청결한 관리,간편세척 SUS304스테인레스 ㅡ식기및 주방도구로 사용되는 소재로 내구성과 부식에 강함. 24년형 업그레이드 ㅡ고성능 고효율 NEW 습도 센서 ㅡ효율적인 습도 설정을 위한 다리 높이 UP AUTO모드로 완벽 자동 습도 케어 ㅡ항상 40 60%적정습도를 유지. 최대 68cm 높은 분무 ㅡ높은 위치에서 수증기를 멀리 또 고르게 보내주어 넓은 공간의 가습효과를 극대화. 시간당 최대 220ml의 풍부한 가습량과2단계조절 기능. ㅡ 360 회전가능 분무구 가습방향 조절 가능. ㅡ미스트 입자로 가벼워 물방이 크게 맺히지 않고 일반 가습기보다 멀리 날아감. ㅡ 사용자 환경에 따라 2단계 분무높이 조절 가능. ㅡ 5L 편리한 물보충. 하단 LED조명 설계 무드등. ㅡ수면에 방해받지 않는 38dB 조용한 가습기. ㅡ개방형 물통구조로 쉽게 청소 가능. ㅡ편리한 리모컨. 국내kc안전인증과 전자파인증을 받음. 화이트,베이지 2가지 컬러. 역시나 가습기를 풀로 돌리니 기침이 잦아 드네요. 큰 용량이 아니라서 거실은 많은 효과는 없는듯 하지만 방에서 틀어보니 습도 조절이 잘 되어서 밤에 잘 때 기침 한번 안했어요. 진작에 구매 해야 할 가습기 였는데 아이에게 미안한 생각이 들었어요. 저도 기관지가 좋지 않은데 자고 일어나니 호흡하기도 편하고 목이 칼칼한 듯한 느낌도 사라졌어요. 세척도 간편하고 물을 보충하기도 좋아서 사용하기 편리 해요. 오토모드로 해놓으면 분무량도 적당하게 나오고 분무 위치 조절이 되니 만족해요. 한경 대용량 가습기로 거실에도 고정으로 놔두게 한개 더 구매하고 싶어요. 가습기 고민중 이시라면 가성비좋은 한경희 촉촉HAAN UV 안심 가습기 구매 고려 해보세요!",2025-01-01T23:01:29Z
671393358,4,쿠팡체험단 이벤트로 상품을 무료 제공받아 작성한 리뷰입니다. 안녕하세요:) 아이를 키우고 있는 3N살 주부입니다. 요즘 겨울에 딱필요한 가습기 아이템을 쿠팡에서 체험할 수 있게 되어 정직하게 리뷰 하겠습니다. 겨울이되다보니 난방을하게되고 난방하면 집이 너무건조하죠? 건조하면 코도막히고 목도아고 아기들은 더 취약하죠 이때 필요한게뭐다?ㅋ 바로 가습기 겨울 생활 가전이죠 가습기야 말로 겨울 필수 소형가전??요즘에 엄청 비싸게 큰거도 많지만 방에 넣기에 알맞은 사이즈도 필요하죠 일단 이기습기는 비됴적 저렴한가격에 uv 살균가능 복합식이라 가열/초음파 둘다 돼는 장점이 있어요 전uv살균이 젤마음에들고 디자인이 고급스럽네요 ㅎㅎ 인테리어를 해치지 않는 로즈골드 베이지??ㅋ 아기용품과도 잘어울리고 좋아여 가습량도 저정도면 훌륭한데 최대로 틀면 방에서는 촉촉할꺼같아요 5리터 대용량도 좋고 일단 수조는 세척이 간편해요 그냥 플라스틱이라서 가볍긴한데 스텐 이었음 더 비쌋으려나 아쉽긴한데 가벼워서 매일 세척가능할꺼같아 그또한 ㅋ 깨끗하게 사용 할수있죠 그리고 리모컨 있는것도 맘에들어요!!건전지도 들어있어요 역시 센스 있고요 하지만 건전지 보관이 좀 아쉬워요 마그네틱 처리 되어있으면 건전지 보관이 간단할꺼같은데 워낙 가성비 있느니 건전지 안도망가게 잘 챙겨야죠 막 정말 견고하다 이런제품은 아닌데 가볍고 세척편하고 있을껀 다있어요 아기방이나 안방 작은거실에 가습기 필요 하신분 추천합니다. 주문 : 2024. 12. 31 배송 : 2025. 01. 01 제품특징 : UV살균 / 가열가습 가능한 복합식가습기 가습량 : 안방이나 작은 거실 정도 사용이 딱임 좋았던점 : 인테리어를 해치지 않는 디자인 수조통이 분리되고 가볍고 세척이 간편 리모콘 사용가능 편리함 합리적인가격 아쉬운점 : 수조통이 플라스틱이라 물넣기 전까지 가벼워서 고정이 불안함 리모콘과 본체에 마그네틱기능이없어서 리모콘분실?ㅋ 관리가 필요함 총평 : 디자인도 좋고 합리적인 가격에 세척편리하고 나쁘지 않으나 뭔가 내구성이 좀더 견고했으면 좋았을꺼 같단 생각이 들음 긴글 읽어주셔서 감사합니다. 2025년 새해 복 많이 받으세요 인테리어를 해치지 않은 복합식 가성비 가습기 추천 제 리뷰가 도움이 되셨나요?? 도움이 되셨으면 좋겠습니다:) 도움이되셨으면 도움이돼요 버튼 한번 꾹 눌러주세요 감사합니다,2025-01-01T07:46:22Z
